ticker1,ticker2,fundamental_similarity,similarity_strength
ADBE,QCOM,0.9999999999999999,high
ADBE,KO,0.9999999999999999,high
ADBE,JNJ,0.9999999999999999,high
ADBE,CRM,0.9999999999999999,high
ADBE,TSLA,0.9999999999999999,high
ADBE,ORCL,0.9999999999999999,high
ADBE,SBUX,0.9999999999999999,high
ADBE,CAT,0.9999999999999999,high
ADBE,AXP,0.9999999999999999,high
ADBE,INTC,0.9999999999999999,high
ADBE,AAPL,0.9999999999999999,high
ADBE,META,0.9999999999999999,high
ADBE,CSCO,0.9999999999999999,high
ADBE,RSI_14,0.0,low
ADBE,LLY,0.9999999999999999,high
ADBE,MA,0.9999999999999999,high
ADBE,CMCSA,0.9999999999999999,high
ADBE,TMO,0.9999999999999999,high
ADBE,PFE,0.9999999999999999,high
ADBE,ACN,0.9999999999999999,high
ADBE,BB_Width,0.0,low
ADBE,LogRet_5d,0.0,low
ADBE,LogRet_20d,0.0,low
ADBE,IBM,0.9999999999999999,high
ADBE,ABBV,0.9999999999999999,high
ADBE,AMZN,0.9999999999999999,high
ADBE,FDX,0.9999999999999999,high
ADBE,PEP,0.9999999999999999,high
ADBE,JPM,0.9999999999999999,high
ADBE,UNH,0.9999999999999999,high
ADBE,MCD,0.9999999999999999,high
ADBE,BRK-B,0.9999999999999999,high
ADBE,MRK,0.9999999999999999,high
ADBE,DIS,0.9999999999999999,high
ADBE,MACD_Sig,0.0,low
ADBE,MMM,0.9999999999999999,high
ADBE,XOM,0.9999999999999999,high
ADBE,VZ,0.9999999999999999,high
ADBE,MACD,0.0,low
ADBE,MSFT,0.9999999999999999,high
ADBE,Vol_30d,0.0,low
ADBE,NKE,0.9999999999999999,high
ADBE,V,0.9999999999999999,high
ADBE,WMT,0.9999999999999999,high
ADBE,CVX,0.9999999999999999,high
ADBE,NVDA,0.9999999999999999,high
ADBE,LogRet_1d,0.0,low
ADBE,PG,0.9999999999999999,high
ADBE,MACD_Hist,0.0,low
ADBE,COST,0.9999999999999999,high
ADBE,TXN,0.9999999999999999,high
ADBE,GOOGL,0.9999999999999999,high
ADBE,NFLX,0.9999999999999999,high
ADBE,GOOG,0.9999999999999999,high
AVGO,ATR_14,0.0,low
AVGO,QCOM,0.9999999999999999,high
AVGO,KO,0.9999999999999999,high
AVGO,JNJ,0.9999999999999999,high
AVGO,CRM,0.9999999999999999,high
AVGO,TSLA,0.9999999999999999,high
AVGO,ORCL,0.9999999999999999,high
AVGO,SBUX,0.9999999999999999,high
AVGO,CAT,0.9999999999999999,high
AVGO,AXP,0.9999999999999999,high
AVGO,INTC,0.9999999999999999,high
AVGO,AAPL,0.9999999999999999,high
AVGO,META,0.9999999999999999,high
AVGO,CSCO,0.9999999999999999,high
AVGO,RSI_14,0.0,low
AVGO,LLY,0.9999999999999999,high
AVGO,MA,0.9999999999999999,high
AVGO,CMCSA,0.9999999999999999,high
AVGO,TMO,0.9999999999999999,high
AVGO,PFE,0.9999999999999999,high
AVGO,ACN,0.9999999999999999,high
AVGO,BB_Width,0.0,low
AVGO,LogRet_5d,0.0,low
AVGO,LogRet_20d,0.0,low
AVGO,IBM,0.9999999999999999,high
AVGO,ABBV,0.9999999999999999,high
AVGO,AMZN,0.9999999999999999,high
AVGO,FDX,0.9999999999999999,high
AVGO,PEP,0.9999999999999999,high
AVGO,JPM,0.9999999999999999,high
AVGO,UNH,0.9999999999999999,high
AVGO,MCD,0.9999999999999999,high
AVGO,BRK-B,0.9999999999999999,high
AVGO,MRK,0.9999999999999999,high
AVGO,DIS,0.9999999999999999,high
AVGO,MACD_Sig,0.0,low
AVGO,MMM,0.9999999999999999,high
AVGO,XOM,0.9999999999999999,high
AVGO,VZ,0.9999999999999999,high
AVGO,MACD,0.0,low
AVGO,MSFT,0.9999999999999999,high
AVGO,Vol_30d,0.0,low
AVGO,NKE,0.9999999999999999,high
AVGO,V,0.9999999999999999,high
AVGO,WMT,0.9999999999999999,high
AVGO,CVX,0.9999999999999999,high
AVGO,NVDA,0.9999999999999999,high
AVGO,LogRet_1d,0.0,low
AVGO,PG,0.9999999999999999,high
AVGO,MACD_Hist,0.0,low
AVGO,COST,0.9999999999999999,high
AVGO,TXN,0.9999999999999999,high
AVGO,GOOGL,0.9999999999999999,high
AVGO,NFLX,0.9999999999999999,high
AVGO,GOOG,0.9999999999999999,high
ATR_14,QCOM,0.0,low
ATR_14,KO,0.0,low
ATR_14,JNJ,0.0,low
ATR_14,CRM,0.0,low
ATR_14,TSLA,0.0,low
ATR_14,ORCL,0.0,low
ATR_14,SBUX,0.0,low
ATR_14,CAT,0.0,low
ATR_14,AXP,0.0,low
ATR_14,INTC,0.0,low
ATR_14,AAPL,0.0,low
ATR_14,META,0.0,low
ATR_14,CSCO,0.0,low
ATR_14,RSI_14,0.0,low
ATR_14,LLY,0.0,low
ATR_14,MA,0.0,low
ATR_14,CMCSA,0.0,low
ATR_14,TMO,0.0,low
ATR_14,PFE,0.0,low
ATR_14,ACN,0.0,low
ATR_14,BB_Width,0.0,low
ATR_14,LogRet_5d,0.0,low
ATR_14,LogRet_20d,0.0,low
ATR_14,IBM,0.0,low
ATR_14,ABBV,0.0,low
ATR_14,AMZN,0.0,low
ATR_14,FDX,0.0,low
ATR_14,PEP,0.0,low
ATR_14,JPM,0.0,low
ATR_14,UNH,0.0,low
ATR_14,MCD,0.0,low
ATR_14,BRK-B,0.0,low
ATR_14,MRK,0.0,low
ATR_14,DIS,0.0,low
ATR_14,MACD_Sig,0.0,low
ATR_14,MMM,0.0,low
ATR_14,XOM,0.0,low
ATR_14,VZ,0.0,low
ATR_14,MACD,0.0,low
ATR_14,MSFT,0.0,low
ATR_14,Vol_30d,0.0,low
ATR_14,NKE,0.0,low
ATR_14,V,0.0,low
ATR_14,WMT,0.0,low
ATR_14,CVX,0.0,low
ATR_14,NVDA,0.0,low
ATR_14,LogRet_1d,0.0,low
ATR_14,PG,0.0,low
ATR_14,MACD_Hist,0.0,low
ATR_14,COST,0.0,low
ATR_14,TXN,0.0,low
ATR_14,GOOGL,0.0,low
ATR_14,NFLX,0.0,low
ATR_14,GOOG,0.0,low
QCOM,KO,0.9999999999999999,high
QCOM,JNJ,0.9999999999999999,high
QCOM,CRM,0.9999999999999999,high
QCOM,TSLA,0.9999999999999999,high
QCOM,ORCL,0.9999999999999999,high
QCOM,SBUX,0.9999999999999999,high
QCOM,CAT,0.9999999999999999,high
QCOM,AXP,0.9999999999999999,high
QCOM,INTC,0.9999999999999999,high
QCOM,AAPL,0.9999999999999999,high
QCOM,META,0.9999999999999999,high
QCOM,CSCO,0.9999999999999999,high
QCOM,RSI_14,0.0,low
QCOM,LLY,0.9999999999999999,high
QCOM,MA,0.9999999999999999,high
QCOM,CMCSA,0.9999999999999999,high
QCOM,TMO,0.9999999999999999,high
QCOM,PFE,0.9999999999999999,high
QCOM,ACN,0.9999999999999999,high
QCOM,BB_Width,0.0,low
QCOM,LogRet_5d,0.0,low
QCOM,LogRet_20d,0.0,low
QCOM,IBM,0.9999999999999999,high
QCOM,ABBV,0.9999999999999999,high
QCOM,AMZN,0.9999999999999999,high
QCOM,FDX,0.9999999999999999,high
QCOM,PEP,0.9999999999999999,high
QCOM,JPM,0.9999999999999999,high
QCOM,UNH,0.9999999999999999,high
QCOM,MCD,0.9999999999999999,high
QCOM,BRK-B,0.9999999999999999,high
QCOM,MRK,0.9999999999999999,high
QCOM,DIS,0.9999999999999999,high
QCOM,MACD_Sig,0.0,low
QCOM,MMM,0.9999999999999999,high
QCOM,XOM,0.9999999999999999,high
QCOM,VZ,0.9999999999999999,high
QCOM,MACD,0.0,low
QCOM,MSFT,0.9999999999999999,high
QCOM,Vol_30d,0.0,low
QCOM,NKE,0.9999999999999999,high
QCOM,V,0.9999999999999999,high
QCOM,WMT,0.9999999999999999,high
QCOM,CVX,0.9999999999999999,high
QCOM,NVDA,0.9999999999999999,high
QCOM,LogRet_1d,0.0,low
QCOM,PG,0.9999999999999999,high
QCOM,MACD_Hist,0.0,low
QCOM,COST,0.9999999999999999,high
QCOM,TXN,0.9999999999999999,high
QCOM,GOOGL,0.9999999999999999,high
QCOM,NFLX,0.9999999999999999,high
QCOM,GOOG,0.9999999999999999,high
KO,JNJ,0.9999999999999999,high
KO,CRM,0.9999999999999999,high
KO,TSLA,0.9999999999999999,high
KO,ORCL,0.9999999999999999,high
KO,SBUX,0.9999999999999999,high
KO,CAT,0.9999999999999999,high
KO,AXP,0.9999999999999999,high
KO,INTC,0.9999999999999999,high
KO,AAPL,0.9999999999999999,high
KO,META,0.9999999999999999,high
KO,CSCO,0.9999999999999999,high
KO,RSI_14,0.0,low
KO,LLY,0.9999999999999999,high
KO,MA,0.9999999999999999,high
KO,CMCSA,0.9999999999999999,high
KO,TMO,0.9999999999999999,high
KO,PFE,0.9999999999999999,high
KO,ACN,0.9999999999999999,high
KO,BB_Width,0.0,low
KO,LogRet_5d,0.0,low
KO,LogRet_20d,0.0,low
KO,IBM,0.9999999999999999,high
KO,ABBV,0.9999999999999999,high
KO,AMZN,0.9999999999999999,high
KO,FDX,0.9999999999999999,high
KO,PEP,0.9999999999999999,high
KO,JPM,0.9999999999999999,high
KO,UNH,0.9999999999999999,high
KO,MCD,0.9999999999999999,high
KO,BRK-B,0.9999999999999999,high
KO,MRK,0.9999999999999999,high
KO,DIS,0.9999999999999999,high
KO,MACD_Sig,0.0,low
KO,MMM,0.9999999999999999,high
KO,XOM,0.9999999999999999,high
KO,VZ,0.9999999999999999,high
KO,MACD,0.0,low
KO,MSFT,0.9999999999999999,high
KO,Vol_30d,0.0,low
KO,NKE,0.9999999999999999,high
KO,V,0.9999999999999999,high
KO,WMT,0.9999999999999999,high
KO,CVX,0.9999999999999999,high
KO,NVDA,0.9999999999999999,high
KO,LogRet_1d,0.0,low
KO,PG,0.9999999999999999,high
KO,MACD_Hist,0.0,low
KO,COST,0.9999999999999999,high
KO,TXN,0.9999999999999999,high
KO,GOOGL,0.9999999999999999,high
KO,NFLX,0.9999999999999999,high
KO,GOOG,0.9999999999999999,high
JNJ,CRM,0.9999999999999999,high
JNJ,TSLA,0.9999999999999999,high
JNJ,ORCL,0.9999999999999999,high
JNJ,SBUX,0.9999999999999999,high
JNJ,CAT,0.9999999999999999,high
JNJ,AXP,0.9999999999999999,high
JNJ,INTC,0.9999999999999999,high
JNJ,AAPL,0.9999999999999999,high
JNJ,META,0.9999999999999999,high
JNJ,CSCO,0.9999999999999999,high
JNJ,RSI_14,0.0,low
JNJ,LLY,0.9999999999999999,high
JNJ,MA,0.9999999999999999,high
JNJ,CMCSA,0.9999999999999999,high
JNJ,TMO,0.9999999999999999,high
JNJ,PFE,0.9999999999999999,high
JNJ,ACN,0.9999999999999999,high
JNJ,BB_Width,0.0,low
JNJ,LogRet_5d,0.0,low
JNJ,LogRet_20d,0.0,low
JNJ,IBM,0.9999999999999999,high
JNJ,ABBV,0.9999999999999999,high
JNJ,AMZN,0.9999999999999999,high
JNJ,FDX,0.9999999999999999,high
JNJ,PEP,0.9999999999999999,high
JNJ,JPM,0.9999999999999999,high
JNJ,UNH,0.9999999999999999,high
JNJ,MCD,0.9999999999999999,high
JNJ,BRK-B,0.9999999999999999,high
JNJ,MRK,0.9999999999999999,high
JNJ,DIS,0.9999999999999999,high
JNJ,MACD_Sig,0.0,low
JNJ,MMM,0.9999999999999999,high
JNJ,XOM,0.9999999999999999,high
JNJ,VZ,0.9999999999999999,high
JNJ,MACD,0.0,low
JNJ,MSFT,0.9999999999999999,high
JNJ,Vol_30d,0.0,low
JNJ,NKE,0.9999999999999999,high
JNJ,V,0.9999999999999999,high
JNJ,WMT,0.9999999999999999,high
JNJ,CVX,0.9999999999999999,high
JNJ,NVDA,0.9999999999999999,high
JNJ,LogRet_1d,0.0,low
JNJ,PG,0.9999999999999999,high
JNJ,MACD_Hist,0.0,low
JNJ,COST,0.9999999999999999,high
JNJ,TXN,0.9999999999999999,high
JNJ,GOOGL,0.9999999999999999,high
JNJ,NFLX,0.9999999999999999,high
JNJ,GOOG,0.9999999999999999,high
CRM,TSLA,0.9999999999999999,high
CRM,ORCL,0.9999999999999999,high
CRM,SBUX,0.9999999999999999,high
CRM,CAT,0.9999999999999999,high
CRM,AXP,0.9999999999999999,high
CRM,INTC,0.9999999999999999,high
CRM,AAPL,0.9999999999999999,high
CRM,META,0.9999999999999999,high
CRM,CSCO,0.9999999999999999,high
CRM,RSI_14,0.0,low
CRM,LLY,0.9999999999999999,high
CRM,MA,0.9999999999999999,high
CRM,CMCSA,0.9999999999999999,high
CRM,TMO,0.9999999999999999,high
CRM,PFE,0.9999999999999999,high
CRM,ACN,0.9999999999999999,high
CRM,BB_Width,0.0,low
CRM,LogRet_5d,0.0,low
CRM,LogRet_20d,0.0,low
CRM,IBM,0.9999999999999999,high
CRM,ABBV,0.9999999999999999,high
CRM,AMZN,0.9999999999999999,high
CRM,FDX,0.9999999999999999,high
CRM,PEP,0.9999999999999999,high
CRM,JPM,0.9999999999999999,high
CRM,UNH,0.9999999999999999,high
CRM,MCD,0.9999999999999999,high
CRM,BRK-B,0.9999999999999999,high
CRM,MRK,0.9999999999999999,high
CRM,DIS,0.9999999999999999,high
CRM,MACD_Sig,0.0,low
CRM,MMM,0.9999999999999999,high
CRM,XOM,0.9999999999999999,high
CRM,VZ,0.9999999999999999,high
CRM,MACD,0.0,low
CRM,MSFT,0.9999999999999999,high
CRM,Vol_30d,0.0,low
CRM,NKE,0.9999999999999999,high
CRM,V,0.9999999999999999,high
CRM,WMT,0.9999999999999999,high
CRM,CVX,0.9999999999999999,high
CRM,NVDA,0.9999999999999999,high
CRM,LogRet_1d,0.0,low
CRM,PG,0.9999999999999999,high
CRM,MACD_Hist,0.0,low
CRM,COST,0.9999999999999999,high
CRM,TXN,0.9999999999999999,high
CRM,GOOGL,0.9999999999999999,high
CRM,NFLX,0.9999999999999999,high
CRM,GOOG,0.9999999999999999,high
TSLA,ORCL,0.9999999999999999,high
TSLA,SBUX,0.9999999999999999,high
TSLA,CAT,0.9999999999999999,high
TSLA,AXP,0.9999999999999999,high
TSLA,INTC,0.9999999999999999,high
TSLA,AAPL,0.9999999999999999,high
TSLA,META,0.9999999999999999,high
TSLA,CSCO,0.9999999999999999,high
TSLA,RSI_14,0.0,low
TSLA,LLY,0.9999999999999999,high
TSLA,MA,0.9999999999999999,high
TSLA,CMCSA,0.9999999999999999,high
TSLA,TMO,0.9999999999999999,high
TSLA,PFE,0.9999999999999999,high
TSLA,ACN,0.9999999999999999,high
TSLA,BB_Width,0.0,low
TSLA,LogRet_5d,0.0,low
TSLA,LogRet_20d,0.0,low
TSLA,IBM,0.9999999999999999,high
TSLA,ABBV,0.9999999999999999,high
TSLA,AMZN,0.9999999999999999,high
TSLA,FDX,0.9999999999999999,high
TSLA,PEP,0.9999999999999999,high
TSLA,JPM,0.9999999999999999,high
TSLA,UNH,0.9999999999999999,high
TSLA,MCD,0.9999999999999999,high
TSLA,BRK-B,0.9999999999999999,high
TSLA,MRK,0.9999999999999999,high
TSLA,DIS,0.9999999999999999,high
TSLA,MACD_Sig,0.0,low
TSLA,MMM,0.9999999999999999,high
TSLA,XOM,0.9999999999999999,high
TSLA,VZ,0.9999999999999999,high
TSLA,MACD,0.0,low
TSLA,MSFT,0.9999999999999999,high
TSLA,Vol_30d,0.0,low
TSLA,NKE,0.9999999999999999,high
TSLA,V,0.9999999999999999,high
TSLA,WMT,0.9999999999999999,high
TSLA,CVX,0.9999999999999999,high
TSLA,NVDA,0.9999999999999999,high
TSLA,LogRet_1d,0.0,low
TSLA,PG,0.9999999999999999,high
TSLA,MACD_Hist,0.0,low
TSLA,COST,0.9999999999999999,high
TSLA,TXN,0.9999999999999999,high
TSLA,GOOGL,0.9999999999999999,high
TSLA,NFLX,0.9999999999999999,high
TSLA,GOOG,0.9999999999999999,high
ORCL,SBUX,0.9999999999999999,high
ORCL,CAT,0.9999999999999999,high
ORCL,AXP,0.9999999999999999,high
ORCL,INTC,0.9999999999999999,high
ORCL,AAPL,0.9999999999999999,high
ORCL,META,0.9999999999999999,high
ORCL,CSCO,0.9999999999999999,high
ORCL,RSI_14,0.0,low
ORCL,LLY,0.9999999999999999,high
ORCL,MA,0.9999999999999999,high
ORCL,CMCSA,0.9999999999999999,high
ORCL,TMO,0.9999999999999999,high
ORCL,PFE,0.9999999999999999,high
ORCL,ACN,0.9999999999999999,high
ORCL,BB_Width,0.0,low
ORCL,LogRet_5d,0.0,low
ORCL,LogRet_20d,0.0,low
ORCL,IBM,0.9999999999999999,high
ORCL,ABBV,0.9999999999999999,high
ORCL,AMZN,0.9999999999999999,high
ORCL,FDX,0.9999999999999999,high
ORCL,PEP,0.9999999999999999,high
ORCL,JPM,0.9999999999999999,high
ORCL,UNH,0.9999999999999999,high
ORCL,MCD,0.9999999999999999,high
ORCL,BRK-B,0.9999999999999999,high
ORCL,MRK,0.9999999999999999,high
ORCL,DIS,0.9999999999999999,high
ORCL,MACD_Sig,0.0,low
ORCL,MMM,0.9999999999999999,high
ORCL,XOM,0.9999999999999999,high
ORCL,VZ,0.9999999999999999,high
ORCL,MACD,0.0,low
ORCL,MSFT,0.9999999999999999,high
ORCL,Vol_30d,0.0,low
ORCL,NKE,0.9999999999999999,high
ORCL,V,0.9999999999999999,high
ORCL,WMT,0.9999999999999999,high
ORCL,CVX,0.9999999999999999,high
ORCL,NVDA,0.9999999999999999,high
ORCL,LogRet_1d,0.0,low
ORCL,PG,0.9999999999999999,high
ORCL,MACD_Hist,0.0,low
ORCL,COST,0.9999999999999999,high
ORCL,TXN,0.9999999999999999,high
ORCL,GOOGL,0.9999999999999999,high
ORCL,NFLX,0.9999999999999999,high
ORCL,GOOG,0.9999999999999999,high
SBUX,CAT,0.9999999999999999,high
SBUX,AXP,0.9999999999999999,high
SBUX,INTC,0.9999999999999999,high
SBUX,AAPL,0.9999999999999999,high
SBUX,META,0.9999999999999999,high
SBUX,CSCO,0.9999999999999999,high
SBUX,RSI_14,0.0,low
SBUX,LLY,0.9999999999999999,high
SBUX,MA,0.9999999999999999,high
SBUX,CMCSA,0.9999999999999999,high
SBUX,TMO,0.9999999999999999,high
SBUX,PFE,0.9999999999999999,high
SBUX,ACN,0.9999999999999999,high
SBUX,BB_Width,0.0,low
SBUX,LogRet_5d,0.0,low
SBUX,LogRet_20d,0.0,low
SBUX,IBM,0.9999999999999999,high
SBUX,ABBV,0.9999999999999999,high
SBUX,AMZN,0.9999999999999999,high
SBUX,FDX,0.9999999999999999,high
SBUX,PEP,0.9999999999999999,high
SBUX,JPM,0.9999999999999999,high
SBUX,UNH,0.9999999999999999,high
SBUX,MCD,0.9999999999999999,high
SBUX,BRK-B,0.9999999999999999,high
SBUX,MRK,0.9999999999999999,high
SBUX,DIS,0.9999999999999999,high
SBUX,MACD_Sig,0.0,low
SBUX,MMM,0.9999999999999999,high
